"id";"symbol";"price";"time"
1747;"UNFIUSDT";4.35;1655135259836
1748;"ICPBUSD";5.949;1655136877287
1749;"NEARBUSD";3.519;1655137354347
1750;"ZRXUSDT";0.2477;1655137353196
1751;"RVNUSDT";0.08283;1649636539018
1752;"ETHUSDT";1260.09;1655137373051
1753;"CHRUSDT";0.1745;1652273457064
1754;"DUSKUSDT";0.1573;1655136971212
1755;"CTSIUSDT";0.5431;1652272694061
1756;"ARUSDT";34.15;1652111373067
1757;"COTIUSDT";0.08992;1655135998800
1758;"BTCSTUSDT";316.1;1615445516575
1759;"XTZUSDT";1.509;1655137350571
1760;"BCHUSDT";134.59;1655137367680
1761;"SCUSDT";0.003656;1655137360008
1762;"APEUSDT";3.704;1655137370533
1763;"ROSEUSDT";0.04919;1655137369372
1764;"CRVUSDT";4.598;1652475702025
1765;"WAVESUSDT";5.012;1655137367473
1766;"ZILUSDT";0.03384;1655137353151
1767;"1INCHUSDT";0.61;1655137367851
1768;"AUDIOUSDT";0.2965;1655137368060
1769;"HOTUSDT";0.002012;1655137369082
1770;"AAVEUSDT";158.0;1645719204391
1771;"SANDUSDT";2.00327;1652138541032
1772;"EGLDUSDT";38.0;1655132659748
1773;"FTTUSDT";25.235;1655137369323
1774;"ETHBUSD";3258.5;1642801030236
1775;"FLMUSDT";0.1449;1655137367756
1776;"JASMYUSDT";0.00956;1655137319255
1777;"BNXUSDT";124.44;1655133945498
1778;"ADABUSD";0.4354;1655124833529
1779;"MKRUSDT";801.5;1655137353241
1780;"GALAUSDT";0.06103;1655137238497
1781;"GMTUSDT";0.6093;1655137303647
1782;"SOLBUSD";148.86;1642376011120
1783;"VETUSDT";0.02481;1655137368663
1784;"FLOWUSDT";1.696;1655137354263
1785;"DOTBUSD";6.998;1655136676442
1786;"API3USDT";1.023;1655132162821
1787;"FILUSDT";5.388;1655137368878
1788;"1000SHIBUSDT";0.007778;1655137353817
1789;"OMGUSDT";1.939;1655137353899
1790;"IOSTUSDT";0.013706;1655137356446
1791;"KLAYUSDT";0.2544;1655137354021
1792;"AVAXUSDT";15.86;1655137370157
1793;"ANKRUSDT";0.0255;1655131836045
1794;"GALUSDT";3.0125;1655136008673
1795;"BNTUSDT";3.188;1642378592545
1796;"ANCBUSD";0.1103;1655136205308
1797;"LITUSDT";1.022;1655137245010
1798;"NEARUSDT";3.542;1655137350764
1799;"ETHUSDT_220624";1231.45;1655137370581
1800;"KNCUSDT";1.332;1655137369993
1801;"ADAUSDT";0.4742;1655137367127
1802;"BTCBUSD";23830.36;1655137370700
1803;"KAVAUSDT";1.704;1655137367310
1804;"GALABUSD";0.057965;1655136529023
1805;"SNXUSDT";1.901;1655137353999
1806;"MANAUSDT";1.577;1652063178029
1807;"CELRUSDT";0.01794;1653462393601
1808;"DOTUSDT";13.489;1652090488025
1809;"DYDXUSDT";6.334;1649264674015
1810;"LUNA2BUSD";2.3908;1655126313412
1811;"1000LUNCBUSD";0.055;1655111302022
1812;"BANDUSDT";1.3013;1655137370062
1813;"STORJUSDT";0.3758;1655137368715
1814;"RAYUSDT";0.654;1655136286504
1815;"PEOPLEUSDT";0.01891;1655137368158
1816;"ETCUSDT";15.071;1655137352993
1817;"BTCUSDT";23856.1;1655137369755
1818;"BAKEUSDT";0.8652;1651269217040
1819;"GALBUSD";2.71;1655121574170
1820;"TOMOUSDT";0.4398;1655137353513
1821;"UNIUSDT";3.773;1655137368781
1822;"THETAUSDT";3.986;1651338960023
1823;"LRCUSDT";0.3835;1655137350865
1824;"GRTUSDT";0.56005;1642836576213
1825;"XEMUSDT";0.1021;1652334167063
1826;"XLMUSDT";0.10974;1655137369894
1827;"LINAUSDT";0.00867;1655137289534
1828;"HNTUSDT";8.552;1655137370205
1829;"ALGOUSDT";0.3107;1655137353106
1830;"HBARUSDT";0.1;1655100279015
1831;"ZECUSDT";67.49;1655137371019
1832;"OGNUSDT";0.2061;1655137369182
1833;"ZENUSDT";14.118;1655137368932
1834;"NEOUSDT";21.982;1651899509061
1835;"SRMUSDT";2.86;1645574401904
1836;"MATICUSDT";1.152;1655100424046
1837;"XRPUSDT";0.3222;1655137352899
1838;"C98USDT";0.435;1655133286803
1839;"REEFUSDT";0.003314;1655137370344
1840;"TRXUSDT";0.0657;1655137367006
1841;"SKLUSDT";0.0517;1655137353582
1842;"TRXBUSD";0.062458;1655133325348
1843;"QTUMUSDT";2.797;1655137367263
1844;"IOTXUSDT";0.02504;1655137321496
1845;"ONTUSDT";0.2182;1655137369943
1846;"KSMUSDT";45.07;1655135234237
1847;"ICXUSDT";1.0288;1642392702068
1848;"1000XECUSDT";0.03939;1655136638009
1849;"CELOUSDT";0.9;1655137111968
1850;"SXPUSDT";0.3358;1655137353947
1851;"LINKUSDT";5.876;1655137369847
1852;"DGBUSDT";0.02812;1650239020073
1853;"DARUSDT";0.2774;1655132616519
1854;"RSRUSDT";0.0175;1645480455083
1855;"COMPUSDT";36.93;1655137363174
1856;"SUSHIUSDT";1.011;1655137321067
1857;"YFIUSDT";5121.7;1655137367590
1858;"BNBUSDT";229.79;1655137374092
1859;"NKNUSDT";0.244;1652273268065
1860;"DOGEBUSD";0.177;1642578366157
1861;"LPTUSDT";32.122;1642801648245
1862;"DEFIUSDT";563.2;1655137367542
1863;"ALICEUSDT";5.613;1651015152016
1864;"DENTUSDT";0.000943;1655137367947
1865;"CTKUSDT";1.241;1652272371028
1866;"OCEANUSDT";0.20035;1655137354065
1867;"FTMBUSD";0.2317;1655137354443
1868;"ATOMUSDT";6.458;1655137353060
1869;"FTMUSDT";0.2288;1655137350716
1870;"MTLUSDT";1.6322;1655137369130
1871;"ENSUSDT";24.819;1645574401903
1872;"BTCDOMUSDT";1769.1;1655125234623
1873;"BLZUSDT";0.16902;1651978495064
1874;"FTTBUSD";25.38;1655137353915
1875;"XRPBUSD";0.7656;1645195272063
1876;"GTCUSDT";7.5;1645574401905
1877;"OPUSDT";0.5755;1655137369523
1878;"BTSUSDT";0.00836;1655137334749
1879;"ANTUSDT";1.227;1655134083535
1880;"ENJUSDT";0.4553;1655137353400
1881;"BATUSDT";0.276;1655137367217
1882;"DOGEUSDT";0.05635;1655137350667
1883;"TRBUSDT";30.11;1642403940321
1884;"CVCUSDT";0.136;1655137350917
1885;"DASHUSDT";42.99;1655137372776
1886;"ARPAUSDT";0.02798;1655137370435
1887;"BNBBUSD";216.0;1655128914622
1888;"ONEUSDT";0.067;1652272928076
1889;"RLCUSDT";0.7163;1655137370110
1890;"IOTAUSDT";0.2565;1655137353803
1891;"AVAXBUSD";15.83;1655135986462
1892;"WOOUSDT";0.13192;1655136698260
1893;"EOSUSDT";0.903;1655137352946
1894;"ALPHAUSDT";0.5009;1652329330016
1895;"GMTBUSD";0.5919;1655137354394
1896;"MASKUSDT";1.266;1655137351124
1897;"SFPUSDT";0.9765;1652273549287
1898;"IMXUSDT";0.7151;1655137334992
1899;"CHZUSDT";0.09214;1655137353631
1900;"BTCUSDT_220624";27770.1;1655137354177
1901;"RUNEUSDT";6.567;1647477317104
1902;"LTCUSDT";44.15;1655137369608
1903;"DODOBUSD";0.1369;1655135986511
1904;"STMXUSDT";0.00625;1655136225501
1905;"SOLUSDT";28.17;1655137367709
1906;"ATAUSDT";0.1487;1655135243253
1907;"AXSUSDT";12.89;1655137350965
1908;"RENUSDT";0.0873;1655137368827
1909;"TLMBUSD";0.02414;1655137249713
1910;"BALUSDT";5.134;1655137367660
1911;"BELUSDT";1.1504;1651356233017
1912;"XMRUSDT";143.14;1655137369676
1913;"APEBUSD";3.768;1655137267169
1914;"UNFIUSDT";4.35;1655135259836
1915;"ICPBUSD";5.949;1655136877287
1916;"NEARBUSD";3.519;1655137354347
1917;"ZRXUSDT";0.2477;1655137353196
1918;"RVNUSDT";0.08283;1649636539018
1919;"ETHUSDT";1260.3;1655137374949
1920;"CHRUSDT";0.1745;1652273457064
1921;"DUSKUSDT";0.1573;1655136971212
1922;"CTSIUSDT";0.5431;1652272694061
1923;"ARUSDT";34.15;1652111373067
1924;"COTIUSDT";0.08992;1655135998800
1925;"BTCSTUSDT";316.1;1615445516575
1926;"XTZUSDT";1.509;1655137350571
1927;"BCHUSDT";134.59;1655137367680
1928;"SCUSDT";0.003656;1655137360008
1929;"APEUSDT";3.704;1655137370533
1930;"ROSEUSDT";0.04919;1655137369372
1931;"CRVUSDT";4.598;1652475702025
1932;"WAVESUSDT";5.012;1655137367473
1933;"ZILUSDT";0.03384;1655137353151
1934;"1INCHUSDT";0.61;1655137367851
1935;"AUDIOUSDT";0.2965;1655137368060
1936;"HOTUSDT";0.002012;1655137369082
1937;"AAVEUSDT";158.0;1645719204391
1938;"SANDUSDT";2.00327;1652138541032
1939;"EGLDUSDT";38.0;1655132659748
1940;"FTTUSDT";25.235;1655137369323
1941;"ETHBUSD";3258.5;1642801030236
1942;"FLMUSDT";0.1449;1655137367756
1943;"JASMYUSDT";0.00956;1655137319255
1944;"BNXUSDT";124.44;1655133945498
1945;"ADABUSD";0.4354;1655124833529
1946;"MKRUSDT";801.5;1655137353241
1947;"GALAUSDT";0.06103;1655137238497
1948;"GMTUSDT";0.6093;1655137303647
1949;"SOLBUSD";148.86;1642376011120
1950;"VETUSDT";0.02481;1655137368663
1951;"FLOWUSDT";1.696;1655137354263
1952;"DOTBUSD";6.998;1655136676442
1953;"API3USDT";1.023;1655132162821
1954;"FILUSDT";5.388;1655137368878
1955;"1000SHIBUSDT";0.007778;1655137353817
1956;"OMGUSDT";1.939;1655137353899
1957;"IOSTUSDT";0.013706;1655137356446
1958;"KLAYUSDT";0.2544;1655137354021
1959;"AVAXUSDT";15.86;1655137370157
1960;"ANKRUSDT";0.0255;1655131836045
1961;"GALUSDT";3.0125;1655136008673
1962;"BNTUSDT";3.188;1642378592545
1963;"ANCBUSD";0.1103;1655136205308
1964;"LITUSDT";1.022;1655137245010
1965;"NEARUSDT";3.542;1655137350764
1966;"ETHUSDT_220624";1231.45;1655137370581
1967;"KNCUSDT";1.332;1655137369993
1968;"ADAUSDT";0.4742;1655137367127
1969;"BTCBUSD";23830.36;1655137370700
1970;"KAVAUSDT";1.704;1655137367310
1971;"GALABUSD";0.057965;1655136529023
1972;"SNXUSDT";1.901;1655137353999
1973;"MANAUSDT";1.577;1652063178029
1974;"CELRUSDT";0.01794;1653462393601
1975;"DOTUSDT";13.489;1652090488025
1976;"DYDXUSDT";6.334;1649264674015
1977;"LUNA2BUSD";2.3908;1655126313412
1978;"1000LUNCBUSD";0.055;1655111302022
1979;"BANDUSDT";1.3013;1655137370062
1980;"STORJUSDT";0.3758;1655137368715
1981;"RAYUSDT";0.654;1655136286504
1982;"PEOPLEUSDT";0.01891;1655137368158
1983;"ETCUSDT";15.071;1655137352993
1984;"BTCUSDT";23871.2;1655137375112
1985;"BAKEUSDT";0.8652;1651269217040
1986;"GALBUSD";2.71;1655121574170
1987;"TOMOUSDT";0.4398;1655137353513
1988;"UNIUSDT";3.773;1655137368781
1989;"THETAUSDT";3.986;1651338960023
1990;"LRCUSDT";0.3835;1655137350865
1991;"GRTUSDT";0.56005;1642836576213
1992;"XEMUSDT";0.1021;1652334167063
1993;"XLMUSDT";0.10974;1655137369894
1994;"LINAUSDT";0.00867;1655137289534
1995;"HNTUSDT";8.552;1655137370205
1996;"ALGOUSDT";0.3107;1655137353106
1997;"HBARUSDT";0.1;1655100279015
1998;"ZECUSDT";67.49;1655137371019
1999;"OGNUSDT";0.2061;1655137369182
2000;"ZENUSDT";14.118;1655137368932
2001;"NEOUSDT";21.982;1651899509061
2002;"SRMUSDT";2.86;1645574401904
2003;"MATICUSDT";1.152;1655100424046
2004;"XRPUSDT";0.3222;1655137352899
2005;"C98USDT";0.435;1655133286803
2006;"REEFUSDT";0.003314;1655137370344
2007;"TRXUSDT";0.0657;1655137367006
2008;"SKLUSDT";0.0517;1655137353582
2009;"TRXBUSD";0.062458;1655133325348
2010;"QTUMUSDT";2.797;1655137367263
2011;"IOTXUSDT";0.02504;1655137321496
2012;"ONTUSDT";0.2182;1655137369943
2013;"KSMUSDT";45.07;1655135234237
2014;"ICXUSDT";1.0288;1642392702068
2015;"1000XECUSDT";0.03939;1655136638009
2016;"CELOUSDT";0.9;1655137111968
2017;"SXPUSDT";0.3358;1655137353947
2018;"LINKUSDT";5.876;1655137369847
2019;"DGBUSDT";0.02812;1650239020073
2020;"DARUSDT";0.2774;1655132616519
2021;"RSRUSDT";0.0175;1645480455083
2022;"COMPUSDT";36.93;1655137363174
2023;"SUSHIUSDT";1.011;1655137321067
2024;"YFIUSDT";5121.7;1655137367590
2025;"BNBUSDT";229.79;1655137374092
2026;"NKNUSDT";0.244;1652273268065
2027;"DOGEBUSD";0.177;1642578366157
2028;"LPTUSDT";32.122;1642801648245
2029;"DEFIUSDT";563.2;1655137367542
2030;"ALICEUSDT";5.613;1651015152016
2031;"DENTUSDT";0.000943;1655137367947
2032;"CTKUSDT";1.241;1652272371028
2033;"OCEANUSDT";0.20035;1655137354065
2034;"FTMBUSD";0.2317;1655137354443
2035;"ATOMUSDT";6.458;1655137353060
2036;"FTMUSDT";0.2288;1655137350716
2037;"MTLUSDT";1.6322;1655137369130
2038;"ENSUSDT";24.819;1645574401903
2039;"BTCDOMUSDT";1769.1;1655125234623
2040;"BLZUSDT";0.16902;1651978495064
2041;"FTTBUSD";25.38;1655137353915
2042;"XRPBUSD";0.7656;1645195272063
2043;"GTCUSDT";7.5;1645574401905
2044;"OPUSDT";0.5755;1655137369523
2045;"BTSUSDT";0.00836;1655137334749
2046;"ANTUSDT";1.227;1655134083535
2047;"ENJUSDT";0.4553;1655137353400
2048;"BATUSDT";0.276;1655137367217
2049;"DOGEUSDT";0.05635;1655137350667
2050;"TRBUSDT";30.11;1642403940321
2051;"CVCUSDT";0.136;1655137350917
2052;"DASHUSDT";43.01;1655137376885
2053;"ARPAUSDT";0.02798;1655137370435
2054;"BNBBUSD";216.0;1655128914622
2055;"ONEUSDT";0.067;1652272928076
2056;"RLCUSDT";0.7163;1655137370110
2057;"IOTAUSDT";0.2565;1655137353803
2058;"AVAXBUSD";15.83;1655135986462
2059;"WOOUSDT";0.13192;1655136698260
2060;"EOSUSDT";0.903;1655137352946
2061;"ALPHAUSDT";0.5009;1652329330016
2062;"GMTBUSD";0.5919;1655137354394
2063;"MASKUSDT";1.266;1655137351124
2064;"SFPUSDT";0.9765;1652273549287
2065;"IMXUSDT";0.7151;1655137334992
2066;"CHZUSDT";0.09214;1655137353631
2067;"BTCUSDT_220624";27770.1;1655137354177
2068;"RUNEUSDT";6.567;1647477317104
2069;"LTCUSDT";44.15;1655137369608
2070;"DODOBUSD";0.1369;1655135986511
2071;"STMXUSDT";0.00625;1655136225501
2072;"SOLUSDT";28.17;1655137367709
2073;"ATAUSDT";0.1487;1655135243253
2074;"AXSUSDT";12.89;1655137350965
2075;"RENUSDT";0.0873;1655137368827
2076;"TLMBUSD";0.02414;1655137249713
2077;"BALUSDT";5.134;1655137367660
2078;"BELUSDT";1.1504;1651356233017
2079;"XMRUSDT";143.14;1655137369676
2080;"APEBUSD";3.768;1655137267169
2081;"UNFIUSDT";4.35;1655135259836
2082;"ICPBUSD";5.949;1655136877287
2083;"NEARBUSD";3.519;1655137354347
2084;"ZRXUSDT";0.2477;1655137353196
2085;"RVNUSDT";0.08283;1649636539018
2086;"ETHUSDT";1260.19;1655137377153
2087;"CHRUSDT";0.1745;1652273457064
2088;"DUSKUSDT";0.1573;1655136971212
2089;"CTSIUSDT";0.5431;1652272694061
2090;"ARUSDT";34.15;1652111373067
2091;"COTIUSDT";0.08992;1655135998800
2092;"BTCSTUSDT";316.1;1615445516575
2093;"XTZUSDT";1.509;1655137350571
2094;"BCHUSDT";134.59;1655137367680
2095;"SCUSDT";0.003656;1655137360008
2096;"APEUSDT";3.704;1655137370533
2097;"ROSEUSDT";0.04919;1655137369372
2098;"CRVUSDT";4.598;1652475702025
2099;"WAVESUSDT";5.012;1655137367473
2100;"ZILUSDT";0.03384;1655137353151
2101;"1INCHUSDT";0.61;1655137367851
2102;"AUDIOUSDT";0.2965;1655137368060
2103;"HOTUSDT";0.002012;1655137369082
2104;"AAVEUSDT";158.0;1645719204391
2105;"SANDUSDT";2.00327;1652138541032
2106;"EGLDUSDT";38.0;1655132659748
2107;"FTTUSDT";25.235;1655137369323
2108;"ETHBUSD";3258.5;1642801030236
2109;"FLMUSDT";0.1449;1655137367756
2110;"JASMYUSDT";0.00956;1655137319255
2111;"BNXUSDT";124.44;1655133945498
2112;"ADABUSD";0.4354;1655124833529
2113;"MKRUSDT";800.7;1655137375151
2114;"GALAUSDT";0.06103;1655137238497
2115;"GMTUSDT";0.6093;1655137303647
2116;"SOLBUSD";148.86;1642376011120
2117;"VETUSDT";0.02481;1655137368663
2118;"FLOWUSDT";1.696;1655137354263
2119;"DOTBUSD";6.998;1655136676442
2120;"API3USDT";1.023;1655132162821
2121;"FILUSDT";5.388;1655137368878
2122;"1000SHIBUSDT";0.007778;1655137353817
2123;"OMGUSDT";1.939;1655137353899
2124;"IOSTUSDT";0.013706;1655137356446
2125;"KLAYUSDT";0.2544;1655137354021
2126;"AVAXUSDT";15.86;1655137370157
2127;"ANKRUSDT";0.0255;1655131836045
2128;"GALUSDT";3.0125;1655136008673
2129;"BNTUSDT";3.188;1642378592545
2130;"ANCBUSD";0.1103;1655136205308
2131;"LITUSDT";1.022;1655137245010
2132;"NEARUSDT";3.542;1655137350764
2133;"ETHUSDT_220624";1231.45;1655137370581
2134;"KNCUSDT";1.332;1655137369993
2135;"ADAUSDT";0.4742;1655137367127
2136;"BTCBUSD";23830.36;1655137370700
2137;"KAVAUSDT";1.704;1655137367310
2138;"GALABUSD";0.057965;1655136529023
2139;"SNXUSDT";1.901;1655137353999
2140;"MANAUSDT";1.577;1652063178029
2141;"CELRUSDT";0.01794;1653462393601
2142;"DOTUSDT";13.489;1652090488025
2143;"DYDXUSDT";6.334;1649264674015
2144;"LUNA2BUSD";2.3908;1655126313412
2145;"1000LUNCBUSD";0.055;1655111302022
2146;"BANDUSDT";1.3013;1655137370062
2147;"STORJUSDT";0.3758;1655137368715
2148;"RAYUSDT";0.654;1655136286504
2149;"PEOPLEUSDT";0.01891;1655137368158
2150;"ETCUSDT";15.071;1655137352993
2151;"BTCUSDT";23871.2;1655137375112
2152;"BAKEUSDT";0.8652;1651269217040
2153;"GALBUSD";2.71;1655121574170
2154;"TOMOUSDT";0.4398;1655137353513
2155;"UNIUSDT";3.773;1655137368781
2156;"THETAUSDT";3.986;1651338960023
2157;"LRCUSDT";0.3835;1655137350865
2158;"GRTUSDT";0.56005;1642836576213
2159;"XEMUSDT";0.1021;1652334167063
2160;"XLMUSDT";0.10974;1655137369894
2161;"LINAUSDT";0.00867;1655137289534
2162;"HNTUSDT";8.552;1655137370205
2163;"ALGOUSDT";0.3107;1655137353106
2164;"HBARUSDT";0.1;1655100279015
2165;"ZECUSDT";67.54;1655137375235
2166;"OGNUSDT";0.2061;1655137369182
2167;"ZENUSDT";14.118;1655137368932
2168;"NEOUSDT";21.982;1651899509061
2169;"SRMUSDT";2.86;1645574401904
2170;"MATICUSDT";1.152;1655100424046
2171;"XRPUSDT";0.3222;1655137352899
2172;"C98USDT";0.435;1655133286803
2173;"REEFUSDT";0.003314;1655137370344
2174;"TRXUSDT";0.06577;1655137378053
2175;"SKLUSDT";0.0517;1655137353582
2176;"TRXBUSD";0.062458;1655133325348
2177;"QTUMUSDT";2.797;1655137367263
2178;"IOTXUSDT";0.02504;1655137321496
2179;"ONTUSDT";0.2182;1655137369943
2180;"KSMUSDT";45.07;1655135234237
2181;"ICXUSDT";1.0288;1642392702068
2182;"1000XECUSDT";0.03939;1655136638009
2183;"CELOUSDT";0.9;1655137111968
2184;"SXPUSDT";0.3358;1655137353947
2185;"LINKUSDT";5.876;1655137369847
2186;"DGBUSDT";0.02812;1650239020073
2187;"DARUSDT";0.2774;1655132616519
2188;"RSRUSDT";0.0175;1645480455083
2189;"COMPUSDT";36.98;1655137377313
2190;"SUSHIUSDT";1.011;1655137321067
2191;"YFIUSDT";5121.7;1655137367590
2192;"BNBUSDT";229.736;1655137379088
2193;"NKNUSDT";0.244;1652273268065
2194;"DOGEBUSD";0.177;1642578366157
2195;"LPTUSDT";32.122;1642801648245
2196;"DEFIUSDT";563.2;1655137367542
2197;"ALICEUSDT";5.613;1651015152016
2198;"DENTUSDT";0.000943;1655137367947
2199;"CTKUSDT";1.241;1652272371028
2200;"OCEANUSDT";0.20035;1655137354065
2201;"FTMBUSD";0.2317;1655137354443
2202;"ATOMUSDT";6.458;1655137353060
2203;"FTMUSDT";0.2288;1655137350716
2204;"MTLUSDT";1.6322;1655137369130
2205;"ENSUSDT";24.819;1645574401903
2206;"BTCDOMUSDT";1769.1;1655125234623
2207;"BLZUSDT";0.16902;1651978495064
2208;"FTTBUSD";25.38;1655137353915
2209;"XRPBUSD";0.7656;1645195272063
2210;"GTCUSDT";7.5;1645574401905
2211;"OPUSDT";0.5755;1655137369523
2212;"BTSUSDT";0.00836;1655137334749
2213;"ANTUSDT";1.227;1655134083535
2214;"ENJUSDT";0.4553;1655137353400
2215;"BATUSDT";0.276;1655137367217
2216;"DOGEUSDT";0.05635;1655137350667
2217;"TRBUSDT";30.11;1642403940321
2218;"CVCUSDT";0.136;1655137350917
2219;"DASHUSDT";42.94;1655137378836
2220;"ARPAUSDT";0.02798;1655137370435
2221;"BNBBUSD";216.0;1655128914622
2222;"ONEUSDT";0.067;1652272928076
2223;"RLCUSDT";0.7163;1655137370110
2224;"IOTAUSDT";0.2565;1655137353803
2225;"AVAXBUSD";15.83;1655135986462
2226;"WOOUSDT";0.13192;1655136698260
2227;"EOSUSDT";0.903;1655137352946
2228;"ALPHAUSDT";0.5009;1652329330016
2229;"GMTBUSD";0.5919;1655137354394
2230;"MASKUSDT";1.266;1655137351124
2231;"SFPUSDT";0.9765;1652273549287
2232;"IMXUSDT";0.7151;1655137334992
2233;"CHZUSDT";0.09214;1655137353631
2234;"BTCUSDT_220624";27770.1;1655137354177
2235;"RUNEUSDT";6.567;1647477317104
2236;"LTCUSDT";44.14;1655137377526
2237;"DODOBUSD";0.1369;1655135986511
2238;"STMXUSDT";0.00625;1655136225501
2239;"SOLUSDT";28.3;1655137378630
2240;"ATAUSDT";0.1487;1655135243253
2241;"AXSUSDT";12.89;1655137350965
2242;"RENUSDT";0.0873;1655137368827
2243;"TLMBUSD";0.02414;1655137249713
2244;"BALUSDT";5.134;1655137367660
2245;"BELUSDT";1.1504;1651356233017
2246;"XMRUSDT";143.14;1655137369676
2247;"APEBUSD";3.768;1655137267169
2248;"UNFIUSDT";4.35;1655135259836
2249;"ICPBUSD";5.949;1655136877287
2250;"NEARBUSD";3.519;1655137354347
2251;"ZRXUSDT";0.2477;1655137353196
2252;"RVNUSDT";0.08283;1649636539018
2253;"ETHUSDT";1259.18;1655137379102
2254;"CHRUSDT";0.1745;1652273457064
2255;"DUSKUSDT";0.1573;1655136971212
2256;"CTSIUSDT";0.5431;1652272694061
2257;"ARUSDT";34.15;1652111373067
2258;"COTIUSDT";0.08992;1655135998800
2259;"BTCSTUSDT";316.1;1615445516575
2260;"XTZUSDT";1.509;1655137350571
2261;"BCHUSDT";134.59;1655137367680
2262;"SCUSDT";0.003656;1655137360008
2263;"APEUSDT";3.704;1655137370533
2264;"ROSEUSDT";0.04919;1655137369372
2265;"CRVUSDT";4.598;1652475702025
2266;"WAVESUSDT";5.012;1655137367473
2267;"ZILUSDT";0.03384;1655137353151
2268;"1INCHUSDT";0.61;1655137367851
2269;"AUDIOUSDT";0.2965;1655137368060
2270;"HOTUSDT";0.002012;1655137369082
2271;"AAVEUSDT";158.0;1645719204391
2272;"SANDUSDT";2.00327;1652138541032
2273;"EGLDUSDT";38.0;1655132659748
2274;"FTTUSDT";25.235;1655137369323
2275;"ETHBUSD";3258.5;1642801030236
2276;"FLMUSDT";0.1449;1655137367756
2277;"JASMYUSDT";0.00956;1655137319255
2278;"BNXUSDT";124.44;1655133945498
2279;"ADABUSD";0.4354;1655124833529
2280;"MKRUSDT";800.7;1655137375151
2281;"GALAUSDT";0.06103;1655137238497
2282;"GMTUSDT";0.6093;1655137303647
2283;"SOLBUSD";148.86;1642376011120
2284;"VETUSDT";0.02481;1655137368663
2285;"FLOWUSDT";1.696;1655137354263
2286;"DOTBUSD";6.998;1655136676442
2287;"API3USDT";1.023;1655132162821
2288;"FILUSDT";5.388;1655137368878
2289;"1000SHIBUSDT";0.007778;1655137353817
2290;"OMGUSDT";1.939;1655137353899
2291;"IOSTUSDT";0.013706;1655137356446
2292;"KLAYUSDT";0.2544;1655137354021
2293;"AVAXUSDT";15.86;1655137370157
2294;"ANKRUSDT";0.0255;1655131836045
2295;"GALUSDT";3.0125;1655136008673
2296;"BNTUSDT";3.188;1642378592545
2297;"ANCBUSD";0.1103;1655136205308
2298;"LITUSDT";1.022;1655137245010
2299;"NEARUSDT";3.542;1655137350764
2300;"ETHUSDT_220624";1231.45;1655137370581
2301;"KNCUSDT";1.332;1655137369993
2302;"ADAUSDT";0.4742;1655137367127
2303;"BTCBUSD";23830.19;1655137378870
2304;"KAVAUSDT";1.704;1655137367310
2305;"GALABUSD";0.057965;1655136529023
2306;"SNXUSDT";1.901;1655137353999
2307;"MANAUSDT";1.577;1652063178029
2308;"CELRUSDT";0.01794;1653462393601
2309;"DOTUSDT";13.489;1652090488025
2310;"DYDXUSDT";6.334;1649264674015
2311;"LUNA2BUSD";2.3908;1655126313412
2312;"1000LUNCBUSD";0.055;1655111302022
2313;"BANDUSDT";1.3013;1655137370062
2314;"STORJUSDT";0.3758;1655137368715
2315;"RAYUSDT";0.654;1655136286504
2316;"PEOPLEUSDT";0.01891;1655137368158
2317;"ETCUSDT";15.071;1655137352993
2318;"BTCUSDT";23871.2;1655137375112
2319;"BAKEUSDT";0.8652;1651269217040
2320;"GALBUSD";2.71;1655121574170
2321;"TOMOUSDT";0.4398;1655137353513
2322;"UNIUSDT";3.773;1655137368781
2323;"THETAUSDT";3.986;1651338960023
2324;"LRCUSDT";0.3835;1655137350865
2325;"GRTUSDT";0.56005;1642836576213
2326;"XEMUSDT";0.1021;1652334167063
2327;"XLMUSDT";0.10974;1655137369894
2328;"LINAUSDT";0.00867;1655137289534
2329;"HNTUSDT";8.552;1655137370205
2330;"ALGOUSDT";0.3107;1655137353106
2331;"HBARUSDT";0.1;1655100279015
2332;"ZECUSDT";67.48;1655137378929
2333;"OGNUSDT";0.2061;1655137369182
2334;"ZENUSDT";14.118;1655137368932
2335;"NEOUSDT";21.982;1651899509061
2336;"SRMUSDT";2.86;1645574401904
2337;"MATICUSDT";1.152;1655100424046
2338;"XRPUSDT";0.3222;1655137352899
2339;"C98USDT";0.435;1655133286803
2340;"ETHBUSD";3258.5;1642801030236
2341;"ONTUSDT";0.2182;1655137369943
2342;"CHZUSDT";0.09214;1655137353631
2343;"1000LUNCBUSD";0.055;1655111302022
2344;"FLOWUSDT";1.696;1655137354263
2345;"SOLUSDT";28.3;1655137378630
2346;"RVNUSDT";0.08283;1649636539018
2347;"FLMUSDT";0.1449;1655137367756
2348;"SCUSDT";0.003656;1655137360008
2349;"DARUSDT";0.2774;1655132616519
2350;"BTCDOMUSDT";1769.1;1655125234623
2351;"IMXUSDT";0.7151;1655137334992
2352;"ALPHAUSDT";0.5009;1652329330016
2353;"1000XECUSDT";0.03939;1655136638009
2354;"SOLBUSD";148.86;1642376011120
2355;"DOTUSDT";13.489;1652090488025
2356;"CELRUSDT";0.01794;1653462393601
2357;"KLAYUSDT";0.2544;1655137354021
2358;"CTKUSDT";1.241;1652272371028
2359;"SKLUSDT";0.0517;1655137353582
2360;"DUSKUSDT";0.1573;1655136971212
